# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: Plivo
# Property: *.plivo.com - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20260114
# End date: 20260413
Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
/sms/10dlc/campaign/CUFE34G/,24,1,24,78,69,0,0
/aup/,23,13,1.7692307692307692,13.538461538461538,60,0,0
/docs/faq/billing-and-invoices/payments,23,10,2.3,20.4,70,0,0
/docs/sip-trunking/concepts/technical-specifications,23,13,1.7692307692307692,132.46153846153845,79,0,0
/docs/voice-agents/audio-streaming/integration-guides/pipecat/sarvam-openai,23,11,2.090909090909091,58.09090909090909,100,0,0
/docs/voice-agents/audio-streaming/integration-guides/plivo-stream-sdk,23,11,2.090909090909091,267.3636363636364,78,0,0
/docs/voice/troubleshooting/call-failures,23,17,1.3529411764705883,17.705882352941178,108,0,0
/voice/applications/edit/13883736222638925/,23,1,23,422,89,0,0
/voice/pricing/gb/,23,11,2.090909090909091,43.18181818181818,56,0,0
/whatsapp/whatsapp_business_account/1751460705552185/configurations/,23,1,23,646,93,0,0
/docs/numbers/api/overview,22,2,11,62.5,34,0,0
/docs/sip-trunking/Livekit,22,1,22,107,23,0,0
/docs/sip-trunking/api/overview,22,9,2.4444444444444446,23.333333333333332,61,0,0
/docs/sip-trunking/interconnection-guides/asterisk,22,9,2.4444444444444446,96.77777777777777,63,0,0
/docs/voice/api/audio-streams,22,13,1.6923076923076923,26.53846153846154,67,0,0
/docs/voice/api/conferences,22,11,2,47.63636363636363,78,0,0
/docs/voice/call-insights,22,11,2,71.63636363636364,94,0,0
/docs/voice/sdk/browser/reference,22,11,2,61.36363636363637,114,0,0
/docs/voice/xml/conferencing,22,13,1.6923076923076923,48.84615384615385,69,0,0
/phlo/9ff3d2a4-f20a-4631-b3ae-0eb50fac0f3b/,22,1,22,2014,73,0,0
/sms/10dlc/campaign/CKWDDTK/,22,1,22,271,49,0,0
/sms/10dlc/campaign/CUYJBCC/,22,1,22,261,82,0,0
/sms/coverage/au/,22,8,2.75,77.75,54,0,0
/verify/applications/update/,22,9,2.4444444444444446,25.88888888888889,85,0,0
/docs/messaging/api/request,21,5,4.2,170,52,0,0
/docs/numbers/number-porting,21,12,1.75,30.833333333333332,54,0,0
/docs/voice/detailed-reference/call-insights,21,13,1.6153846153846154,3.6153846153846154,55,0,0
/sms/10dlc/campaign/C2EVWRD/,21,2,10.5,361.5,54,0,0
/sms/10dlc/campaign/CNTAYYT/,21,3,7,66,55,0,0
/sms/10dlc/campaign/CVF22UR/,21,1,21,159,51,0,0
/sms/10dlc/campaign/CVF6GYX/,21,1,21,116,43,0,0
/sms/sender_id/23979/0/,21,1,21,417,86,0,0
/whatsapp-call/pricing/in/,21,8,2.625,28,41,0,0
/accounts/resendactivation/,20,8,2.5,12.875,58,0,0
/active-phone-numbers/918035316325/,20,1,20,255,59,0,0
/docs/messaging/api/tf-verification,20,3,6.666666666666667,151.33333333333334,34,0,0
/docs/messaging/concepts/overview,20,11,1.8181818181818181,21.727272727272727,61,0,0
/docs/sip-trunking/api/call/retrieve-details-of-call,20,4,5,61,26,0,0
/docs/voice-agents/audio-streaming/concepts/audio-streaming-reference,20,8,2.5,24,51,0,0
/docs/voice/api/endpoints,20,13,1.5384615384615385,30.692307692307693,57,0,0
/sms/10dlc/brand/BNDFHNJ/,20,1,20,13,49,0,0
/voice/pricing/au/,20,12,1.6666666666666667,80.41666666666667,40,0,0
/docs/messaging/concepts/dnd-service,19,11,1.7272727272727273,106.63636363636364,66,0,0
/docs/messaging/concepts/encoding-and-concatenation,19,12,1.5833333333333333,55.916666666666664,75,0,0
/docs/voice/concepts/geo-permissions,19,12,1.5833333333333333,70.66666666666667,53,0,0
/docs/voice/concepts/whatsapp-calling,19,14,1.3571428571428572,19,48,0,0
/docs/voice/xml/hangup,19,3,6.333333333333333,51.666666666666664,29,0,0
/sms/10dlc/campaign/CC2LT77/,19,2,9.5,21.5,46,0,0
/sms/10dlc/campaign/COZR2PR/numbers/,19,1,19,204,78,0,0
/sms/logs/messages/7791e93c-9030-48f7-839a-e79e74ec5426/,19,1,19,36,45,0,0
/voice/applications/edit/29418067917895206/,19,1,19,377,62,0,0
/voice/pricing/IN/,19,16,1.1875,57.375,80,0,0
/blog/ai-voice-agents-real-estate-tools-compared/,18,5,3.6,27.2,42,0,0
/docs/faq/messaging/messaging-compliance,18,8,2.25,26.5,52,0,0
/docs/messaging/concepts/reporting,18,4,4.5,129.75,37,0,0
/docs/voice/concepts/ucc-complaint-management,18,6,3,49.333333333333336,45,0,0
/docs/voice/use-cases/number-masking,18,11,1.6363636363636365,30.727272727272727,52,0,0
/docs/voice/use-cases/pass-custom-headers,18,5,3.6,229.6,65,0,0
/integrations/,18,11,1.6363636363636365,15.727272727272727,43,0,0
/legal/services-schedule/,18,2,9,65,41,0,0
/logs/calls/,18,6,3,12,57,0,0
/platform/personalized-agents/,18,14,1.2857142857142858,27.642857142857142,49,0,0
/sms/10dlc/campaign/C0ORBTV/,18,1,18,79,42,0,0
/sms/10dlc/campaign/CMNGAVV/,18,1,18,306,30,0,0
/sms/10dlc/campaign/CPIXQ5E/,18,2,9,110,50,0,0
/sms/10dlc/campaign/CZJF2LU/,18,2,9,146.5,58,0,0
/support-plans/,18,12,1.5,43.833333333333336,42,0,0
/virtual-phone-numbers/pricing/gb/,18,10,1.8,37.8,41,0,0
/voice/settings/push-credentials/add/,18,4,4.5,155.5,63,0,0
/whatsapp-message/ai-agents/,18,5,3.6,92.8,39,0,0
/active-phone-numbers/918035738449/,17,1,17,416,52,0,0
/docs/aiagent/deploy/whatsapp/waba,17,8,2.125,53.75,58,0,0
/docs/messaging/use-cases/send-an-sms/send-an-sms,17,11,1.5454545454545454,51.27272727272727,67,0,0
/docs/voice-agents/audio-streaming/integration-guides/pipecat/openai-elevenlabs,17,5,3.4,90,67,0,0
